Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Days Existed,Funding,Select Investors
Uniphore,"$3,000,000,000 ",2/16/2022,Artificial Intelligence,Palo Alto,United States,North America,2008,42600,"$607,000,000 ","Chiratae Ventures, March Capital Partners, National Grid Partners"
Varo Bank,"$3,000,000,000 ",9/9/2021,Fintech,San Francisco,United States,North America,2015,42433,"$987,000,000 ","Warburg Pincus, The Rise Fund, HarbourVest Partners"
Vercel,"$3,000,000,000 ",6/23/2021,Internet software & services,San Francisco,United States,North America,2015,42355,"$313,000,000 ","CRV, Accel, Google Ventures"
Oura,"$3,000,000,000 ",4/5/2022,Health,Oulu,Finland,Europe,2013,42643,"$148,000,000 ","Forerunner Ventures, Lifeline Ventures, MSD Capital"
Unacademy,"$3,000,000,000 ",9/2/2020,Edtech,Bengaluru,India,Asia,2015,42061,"$789,000,000 ","Blume Ventures, Nexus Venture Partners, Sequoia Capital India"
Axonius,"$3,000,000,000 ",3/1/2021,Cybersecurity,New York,United States,North America,2017,42239,"$395,000,000 ","Vertex Ventures Israel, Bessemer Venture Partners, Emerge"
Clari,"$3,000,000,000 ",3/3/2021,Internet software & services,Sunnyvale,United States,North America,2012,42246,"$496,000,000 ","Sequoia Capital, Bain Capital Ventures, enaya Capital"
ManoMano,"$3,000,000,000 ",7/5/2021,E-commerce & direct-to-consumer,Paris,France,Europe,2013,42369,"$706,000,000 ","General Atlantic, Piton Capital, Partech Partners"
Pendo,"$3,000,000,000 ",10/17/2019,Internet software & services,Raleigh,United States,North America,2013,41742,"$357,000,000 ","Contour Venture Partners, Battery Ventures, Core Capital Partners"
Plume,"$3,000,000,000 ",2/23/2021,Internet software & services,Palo Alto,United States,North America,2015,42235,"$722,000,000 ","Insight Partners, Jackson Square Ventures, Liberty Gloval Ventures"
JumpCloud,"$3,000,000,000 ",9/13/2021,Data management & analytics,Louisville,United States,North America,2012,42440,"$407,000,000 ","Foundry Group, General Atlantic, BlackRock"
Project44,"$3,000,000,000 ",6/1/2021,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,42334,"$818,000,000 ","Emergence Capital Partners, 8VC, Chicago Ventures"
Sourcegraph,"$3,000,000,000 ",7/13/2021,Internet software & services,San Francisco,United States,North America,2013,42377,"$248,000,000 ","Redpoint Ventures, Goldcrest Capital, Insight Partners"
OwnBackup,"$3,000,000,000 ",1/28/2021,Data management & analytics,Englewood Cliffs,United States,North America,2015,42209,"$507,000,000 ","Insight Partners, Salesforce Ventures, Vertex Ventures"
Starburst,"$3,000,000,000 ",1/6/2021,Data management & analytics,Boston,United States,North America,1999,42203,"$414,000,000 ","Index Ventures, Coatue Management, Andreessen Horowitz"
Youxia Motors,"$3,000,000,000 ",4/2/2018,Auto & transportation,Shanghai,China,Asia,2014,41178,"$1,000,000,000 ","China Environmental Protection Industry, China Fortune Ocean"
Zetwerk,"$3,000,000,000 ",8/20/2021,Internet software & services,Bengaluru,India,Asia,2018,42410,"$543,000,000 ","Sequoia Capital India, Kae Capital, Accel"
Cars24,"$3,000,000,000 ",11/24/2020,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2015,42144,"$1,000,000,000 ","Moore Strategic Ventures, DST Global, Sequoia Capital India"
Ethos,"$3,000,000,000 ",5/11/2021,Fintech,San Francisco,United States,North America,2016,42311,"$407,000,000 ","Sequoia Capital, Google Ventures, Accel"
Komodo Health,"$3,000,000,000 ",5/22/2020,Health,San Francisco,United States,North America,2014,41959,"$314,000,000 ","Andreessen Horowitz, IA Ventures, Felicis Ventures"
Nextiva,"$3,000,000,000 ",9/14/2021,Internet software & services,Scottsdale,United States,North America,2008,42445,"$200,000,000 ",Goldman Sachs Asset Management
o9 Solutions,"$3,000,000,000 ",4/28/2020,Artificial intelligence,Dallas,United States,North America,2009,41940,"$417,000,000 ",KKR
Scopely,"$3,000,000,000 ",10/29/2019,Mobile & telecommunications,Culver City,United States,North America,2011,41756,"$999,000,000 ","Greycroft, Sands Capital, Revolution Growth"
Sila Nanotechnologies,"$3,000,000,000 ",4/16/2019,Other,Alameda,United States,North America,2011,41560,"$880,000,000 ","Bessemer Venture Partners, Sutter Hill Ventures, Matrix Partners"
Via,"$3,000,000,000 ",3/30/2020,Auto & transportation,New York,United States,North America,2012,41908,"$777,000,000 ","83North, RiverPark Ventures, Pitango Venture Capital"
Transmit Security,"$3,000,000,000 ",6/22/2021,Cybersecurity,Tel Aviv,Israel,Asia,2014,42355,"$583,000,000 ","General Atlantic, Insight Partners, Vintage Investment Partners"
BlockDaemon,"$3,000,000,000 ",9/21/2021,Fintech,Los Angeles,United States,North America,2016,42444,"$398,000,000 ","BOLDstart Ventures, Lerer Hippeau, Kenetic Capital"
Convoy,"$3,000,000,000 ",9/21/2018,"Supply chain, logistics, & delivery",Seattle,United States,North America,2015,41349,"$666,000,000 ","Greylock Partners, capitalG, Y Combinator"
Dream Games,"$3,000,000,000 ",6/30/2021,Mobile & telecommunications,Istanbul,Turkey,Europe,2019,42358,"$468,000,000 ","Makers Fund, Index Ventures, Inova Ventures Participacees"
Illumio,"$3,000,000,000 ",4/14/2015,Cybersecurity,Sunnyvale,United States,North America,2013,40095,"$558,000,000 ","Data Collective, Formation 8, General Catalyst Partners"
MasterClass,"$3,000,000,000 ",5/13/2021,Edtech,San Francisco,United States,North America,2015,42314,"$461,000,000 ","Institutional Venture Partners, New Enterprise Associates, Javelin Venture Partners"
Graphcore,"$3,000,000,000 ",12/18/2018,Artificial intelligence,Bristol,United Kingdom,Europe,2016,41436,"$682,000,000 ","Dell Technologies Capital, Pitango Venture Capital, Amadeus Capital Partners"
ApplyBoard,"$3,000,000,000 ",5/5/2020,Edtech,Kitchener,Canada,North America,2015,41941,"$483,000,000 ","Artiman Ventures, Plug and Play Ventures, Anthos Capital"
Blockstream,"$3,000,000,000 ",8/24/2021,Fintech,Vancouver,Canada,North America,2014,42418,"$299,000,000 ","AME Cloud Ventures, Future Perfect Ventures, Blockchain Capital"
Cedar,"$3,000,000,000 ",3/9/2021,Fintech,New York,United States,North America,2016,42248,"$326,000,000 ","Thrive Capital, Founders Fund, Cocnord Health Partners"
ContentSquare,"$3,000,000,000 ",5/25/2021,Internet software & services,Paris,France,Europe,2012,42329,"$812,000,000 ","Highland Europe, Eurazeo, Canaan Partners"
Eruditus Executive Education,"$3,000,000,000 ",8/12/2021,Edtech,Mumbai,India,Asia,2010,42410,"$591,000,000 ","Sequoia Capital India, Softbank, Bertelsmann India Investments"
Innovaccer,"$3,000,000,000 ",2/19/2021,Health,San Francisco,United States,North America,2014,42232,"$379,000,000 ","M12, WestBridge Capital, Lightspeed Venture Partners"
Ironclad,"$3,000,000,000 ",1/18/2022,Internet software & services,Sacramento,United States,North America,2014,42565,"$334,000,000 ","Accel, Sequoia Capital, Y Combinator"
Skims,"$3,000,000,000 ",4/9/2021,E-commerce & direct-to-consumer,Los Angeles,United States,North America,2019,42276,"$399,000,000 ","Thrive Capital, Alliance Consumer Growth, Imaginary Ventures"
Thumbtack,"$3,000,000,000 ",9/29/2015,E-commerce & direct-to-consumer,San Francisco,United States,North America,2008,40268,"$698,000,000 ","Tiger Global, Sequoia Capital, Google Capital"
Zipline,"$3,000,000,000 ",5/20/2019,"Supply chain, logistics, & delivery",South San Francisco,United States,North America,2014,41591,"$483,000,000 ","Sequoia Capital, Baillie Gifford & Co., Google Ventures"
BharatPe,"$3,000,000,000 ",7/30/2021,Fintech,New Delhi,India,Asia,2018,42389,"$600,000,000 ","Insight Partners, Sequoia Capital India, BEENEXT"
DriveWealth,"$3,000,000,000 ",8/20/2021,Fintech,Chatham,United States,North America,2012,42416,"$551,000,000 ","Point72 Ventures, Route 66 Ventures, Accel"
Flink Food,"$3,000,000,000 ",12/1/2021,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2021,42510,"$1,000,000,000 ","Mubadala Capital, Bond, Prosus Ventures"
PsiQuantum,"$3,000,000,000 ",7/27/2021,Hardware,Palo Alto,United States,North America,2016,42388,"$665,000,000 ","Playground Global, M12, BlackRock"
SpotOn,"$3,000,000,000 ",5/26/2021,Fintech,San Francisco,United States,North America,2017,42325,"$628,000,000 ","Dragoneer Investment Group, DST Global, Franklin Templeton"
Gorillas,"$3,000,000,000 ",3/25/2021,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2020,42260,"$1,000,000,000 ","Coatue Management, Atlantic Food Labs, DST Global"
HighRadius,"$3,000,000,000 ",1/7/2020,Fintech,Houston,United States,North America,2006,41831,"$475,000,000 ","Susquehanna Growth Equity, Citi Ventures, ICONIQ Capital"
Loft,"$3,000,000,000 ",1/3/2020,E-commerce & direct-to-consumer,Sao Paulo,Brazil,South America,2018,41815,"$788,000,000 ","Monashees+, Andreessen Horowitz, QED Investors"
Nuvemshop,"$3,000,000,000 ",8/17/2021,E-commerce & direct-to-consumer,Sao Paulo,Brazil,South America,2011,42414,"$628,000,000 ","Kaszek Ventures, Qualcomm Ventures, Accel"
Udaan,"$3,000,000,000 ",9/4/2018,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2016,41331,"$1,000,000,000 ","DST Global, Lightspeed Venture Partners, Microsoft ScaleUp"
Workrise,"$3,000,000,000 ",9/30/2019,Internet software & services,Austin,United States,North America,2014,41724,"$722,000,000 ","Founders Fund, Quantum Energy Partners, Bedrock Capital"
ActiveCampaign,"$3,000,000,000 ",4/21/2021,Internet software & services,Chicago,United States,North America,2003,42304,"$360,000,000 ","Silversmith Capital Partners, Susquehanna Growth Equity, Tiger Global Management"
Age of Learning,"$3,000,000,000 ",5/3/2016,Edtech,Glendale,United States,North America,2007,40486,"$500,000,000 ",Iconiq Capital
Amber Group,"$3,000,000,000 ",6/21/2021,Fintech,,Hong Kong,Asia,2015,42353,"$328,000,000 ","Tiger Global Management, Tiger Brokers, DCM Ventures"
Anchorage Digital,"$3,000,000,000 ",12/15/2021,Fintech,San Francisco,United States,North America,2017,42528,"$487,000,000 ","Andreessen Horowitz, Blockchain Capital, Lux Capital"
BlockFi,"$3,000,000,000 ",3/11/2021,Fintech,Jersey City,United States,North America,2017,42249,"$1,000,000,000 ","ConsenSys Ventures, Valar Ventures, PUC"
Calendly,"$3,000,000,000 ",1/26/2021,Internet software & services,Atlanta,United States,North America,2013,42209,"$351,000,000 ","ICONIQ Capital, OpenView Venture Partners"
Carbon Health,"$3,000,000,000 ",7/21/2021,Health,San Francisco,United States,North America,2015,42383,"$523,000,000 ","Brookfield Asset Management, Blackstone, Data Collective"
Circle,"$3,000,000,000 ",5/15/2018,Fintech,Boston,United States,North America,2013,41222,"$711,000,000 ","General Catalyst, Digital Currency Group, Accel"
CMR Surgical,"$3,000,000,000 ",9/17/2019,Health,Cambridge,United Kingdom,Europe,2014,41711,"$975,000,000 ","Cambridge Innovation Capital, LGT Capital Partners, Escala Capital"
Contentful,"$3,000,000,000 ",7/28/2021,Internet software & services,Berlin,Germany,Europe,2013,42392,"$333,000,000 ","Balderton Capital, General Catalyst, Tiger Global Management"
Cross River Bank,"$3,000,000,000 ",2/11/2022,Fintech,Fort Lee,United States,North America,2008,42595,"$775,000,000 ","Battery Ventures, Andreessen Horowitz, Ribbit Capital"
Delhivery,"$3,000,000,000 ",2/27/2019,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,2011,41512,"$1,000,000,000 ","Times Internet, Nexus Venture Partners, SoftBank Group"
FlixBus,"$3,000,000,000 ",7/18/2019,Auto & transportation,Munich,Germany,Europe,2013,41651,"$1,000,000,000 ","Holtzbrinck Ventures, Unternehmertum Venture Capital, General Atlantic"
Flutterwave,"$3,000,000,000 ",3/9/2021,Fintech,San Francisco,United States,North America,2016,42248,"$474,000,000 ","Green Visor Capital, CRE Venture Capital, Greycroft"
Forter,"$3,000,000,000 ",11/19/2020,Cybersecurity,New York,United States,North America,2013,42141,"$525,000,000 ","Sequoia Capital Israel, Scale Venture Partners, Commerce Ventures"
Grafana Labs,"$3,000,000,000 ",3/25/2021,Internet software & services,New York,United States,North America,2014,42266,"$535,000,000 ","Lightspeed Venture Partners, Lead Edge Capital, Coatue Management"
Groww,"$3,000,000,000 ",4/7/2021,Fintech,Bengaluru,India,Asia,2017,42276,"$393,000,000 ","Tiger Global Management, Sequoia Capital India, Ribbit Capital"
Inxeption,"$3,000,000,000 ",1/13/2022,Fintech,San Francisco,United States,North America,2017,42557,"$187,000,000 ","Coatue Management, BMO Capital, Schonfeld Strategic Advisors"
KK Group,"$3,000,000,000 ",10/23/2019,E-commerce & direct-to-consumer,Dongguan,China,Asia,2014,41747,"$612,000,000 ","Matrix Partners China, Bright Venture Capita, Shenzhen Capital Group"
Lattice,"$3,000,000,000 ",3/23/2021,Internet software & services,San Francisco,United States,North America,2015,42263,"$329,000,000 ","Khosla Ventures, Thrive Capital, Y Combinator"
LaunchDarkly,"$3,000,000,000 ",8/10/2021,Internet software & services,Oakland,United States,North America,2014,42404,"$330,000,000 ","Uncork Capital, Threshold Ventures, Bloomberg Beta"
Lucid,"$3,000,000,000 ",6/29/2021,Internet software & services,South Jordan,United States,North America,2010,42366,"$170,000,000 ","Spectrum Equity, ICONIQ Capital, Grayhawk Capital"
Outschool,"$3,000,000,000 ",4/14/2021,Edtech,San Francisco,United States,North America,2015,42285,"$240,000,000 ","Uniion Square Ventures, Tiger Global Management, Lightspeed Venture Capital"
Podium,"$3,000,000,000 ",4/7/2020,Internet software & services,Lehi,United States,North America,2014,41914,"$419,000,000 ","Accel, Summit Partners, Google Ventures"
Remote,"$3,000,000,000 ",7/13/2021,Fintech,San Francisco,United States,North America,2016,42374,"$496,000,000 ","Index Ventures, Sequoia Capital, General Catalyst"
Seismic,"$3,000,000,000 ",12/18/2018,Internet software & services,San Diego,United States,North America,2010,41442,"$427,000,000 ","Jackson Square Ventures, General Atlantic, Lightspeed Venture Partners"
Sky Mavis,"$3,000,000,000 ",10/4/2021,Internet software & services,Ho Chi Minh City,Vietnam,Asia,2019,42454,"$311,000,000 ","Fabric Ventures, 500 Global, Standard Crypto"
SouChe Holdings,"$3,000,000,000 ",11/1/2017,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2012,41028,"$1,000,000,000 ","Morningside Ventures, Warburg Pincus, CreditEase Fintech Investment Fund"
TradingView,"$3,000,000,000 ",10/14/2021,Fintech,Westerville,United States,North America,2011,42472,"$339,000,000 ","Tiger Global Management, Insight Partners, Jump Capital"
Traveloka,"$3,000,000,000 ",1/1/2017,Travel,Jakarta,Indonesia,Asia,2012,40724,"$1,000,000,000 ","Global Founders Capital, East Ventures, Expedia Inc."
wefox,"$3,000,000,000 ",3/5/2019,Fintech,Berlin,Germany,Europe,2014,41515,"$919,000,000 ","Salesforce Ventures, Seedcamp, OMERS Ventures"
Wildlife Studios,"$3,000,000,000 ",12/5/2019,Other,Sao Paulo,Brazil,South America,2011,41793,"$180,000,000 ","Benchmark, Bessemer Venture Partners"
1047 Games,"$2,000,000,000 ",9/14/2021,Internet software & services,Zephyr Cove,United States,North America,2017,42436,"$127,000,000 ","VGames, Lakestar, Galaxy Interactive"
Baiwang,"$2,000,000,000 ",3/25/2019,Fintech,Beijing,China,Asia,2015,41534,"$224,000,000 ","Guozhong Venture Capital Management, Shenzhen Capital Group, Oriental Fortune Capital"
Boba,"$2,000,000,000 ",4/5/2022,Fintech,San Francisco,United States,North America,2018,42638,"$45,000,000 ","DeFi Technologies, Hypersphere Ventures, M13"
Bought By Many,"$2,000,000,000 ",6/1/2021,Fintech,London,United Kingdom,Europe,2012,42336,"$477,000,000 ","Octopus Ventures, Munich Re Ventures, CommerzVentures"
Cambridge Mobile Telematics,"$2,000,000,000 ",12/19/2018,Mobile & telecommunications,Cambridge,United States,North America,2010,41443,"$503,000,000 ",SoftBank Group
Carzone,"$2,000,000,000 ",3/1/2019,E-commerce & direct-to-consumer,Jiangsu,China,Asia,1995,41530,"$946,000,000 ","Alibaba Group,Co-Stone Venture Capital, Buhuo Venture Capital"
CFGI,"$2,000,000,000 ",9/15/2021,Fintech,Boston,United States,North America,2000,42454,"$19,000,000 ","The Carlyle Group, CVC Capital Partners"
Cgtz,"$2,000,000,000 ",2/21/2017,Fintech,Hangzhou,China,Asia,2014,40773,"$536,000,000 ","Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund"
Changingedu,"$2,000,000,000 ",10/30/2017,Edtech,Shanghai,China,Asia,2014,41024,"$188,000,000 ","Trustbridge Partners, IDG Capital, Sequoia Capital China"
eDaili,"$2,000,000,000 ",2/1/2019,E-commerce & direct-to-consumer,Shanghai,China,Asia,2015,41482,"$101,000,000 ","K2VC, Lightspeed China Partners, Sky9 Capital"
ENOVATE,"$2,000,000,000 ",4/15/2019,Auto & transportation,Shanghai,China,Asia,2015,41555,"$1,000,000,000 ",Automobile Industry Guidance Fund
Fenbi Education,"$2,000,000,000 ",2/7/2021,Edtech,Beijing,China,Asia,2015,42219,"$390,000,000 ","Trustbridge Partners, Hony Capital, IDG Capital"
Hesai Tech,"$2,000,000,000 ",8/1/2020,Artificial intelligence,Shanghai,China,Asia,2013,42031,"$717,000,000 ","Lightspeed China Partners, Baidu Ventures, Qiming Venture Partners"
Il Makiage,"$2,000,000,000 ",1/10/2022,E-commerce & direct-to-consumer,New York,United States,North America,2018,42553,"$29,000,000 ","L Catterton, Franklin Templeton, First Light Capital Group"
Iluvatar CoreX,"$2,000,000,000 ",3/1/2021,Hardware,Shanghai,China,Asia,2015,42241,"$186,000,000 ","Centurium Capital, Cedarlake Capital, Unicom Innovation Venture Capital"
Jusfoun Big Data,"$2,000,000,000 ",7/9/2018,Data management & analytics,Beijing,China,Asia,2010,41280,"$137,000,000 ","Boxin Capital, DT Capital Partners, IDG Capital"
Pagaya,"$2,000,000,000 ",6/17/2020,Fintech,Tel Aviv,Israel,Asia,2015,41984,"$417,000,000 ","Oak HC/FT Partners, GF Investments, Harvey Golub Family Office"
PolicyBazaar,"$2,000,000,000 ",5/6/2019,Fintech,Gurgaon,India,Asia,2008,41583,"$634,000,000 ","Info Edge, Softbank Capital"
Promasidor Holdings,"$2,000,000,000 ",11/8/2016,Consumer & retail,Bryanston,South Africa,Asia,1979,40703,"$556,000,000 ","IFC, Ajinomoto"
Tubatu.com,"$2,000,000,000 ",3/9/2015,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2008,40064,"$216,000,000 ","Sequoia Capital China, Matrix Partners China, 58.com"
Ximalaya FM,"$2,000,000,000 ",9/22/2017,Mobile & telecommunications,Shanghai,China,Asia,2012,40988,"$71,000,000 ","China Creation Ventures, Sierra Ventures, Xingwang Investment Management"
HEYTEA,"$2,000,000,000 ",7/1/2019,Other,Shenzhen,China,Asia,2012,41635,"$594,000,000 ","Sequoia Capital China, Tencent Investment, BA Capital"
BGL Group,"$2,000,000,000 ",11/24/2017,Fintech,Peterborough,United Kingdom,Europe,1992,41071,"$696,000,000 ",CPP Investment Board
Claroty,"$2,000,000,000 ",6/17/2021,Cybersecurity,New York,United States,North America,2015,42349,"$640,000,000 ","Bessemer Venture Partners, MoreVC, Team8"
Improbable,"$2,000,000,000 ",5/11/2017,Other,London,United Kingdom,Europe,2012,40854,"$754,000,000 ","Andreessen Horowitz, SoftBank Group, Temasek Holdings"
InMobi,"$2,000,000,000 ",12/2/2014,Mobile & telecommunications,Bengaluru,India,Asia,2007,39968,"$221,000,000 ","Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures"
MindMaze,"$2,000,000,000 ",1/28/2016,Health,Lausanne,Switzerland,Europe,2012,40385,"$340,000,000 ",Hinduja Group
Ninja Van,"$2,000,000,000 ",9/27/2021,"Supply chain, logistics, & delivery",,Singapore,Asia,2014,42452,"$975,000,000 ","B Capital Group, Monk's Hill Ventures, Dynamic Parcel Distribution"
Pantheon Systems,"$2,000,000,000 ",7/13/2021,Internet software & services,San Francisco,United States,North America,2010,42380,"$200,000,000 ","Foundry Group, Scale Venture Partners, SoftBank Group"
SellerX,"$2,000,000,000 ",12/9/2021,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2020,42519,"$766,000,000 ","Cherry Ventures, Felix Capital, 83North"
AppDirect,"$2,000,000,000 ",10/7/2015,E-commerce & direct-to-consumer,San Francisco,United States,North America,2009,40275,"$431,000,000 ","Mithril, iNovia Capital, Foundry Group"
BrewDog,"$2,000,000,000 ",4/10/2017,Consumer & retail,Aberdeen,United Kingdom,Europe,2007,40828,"$233,000,000 ","TSG Consumer Partners, Crowdcube"
Enflame,"$2,000,000,000 ",1/5/2021,Hardware,Shanghai,China,Asia,2018,42183,"$472,000,000 ","Tencent Holdings, Delta Capital, Redpoint Ventures China"
Tradeshift,"$2,000,000,000 ",5/30/2018,Fintech,San Francisco,United States,North America,2009,41241,"$861,000,000 ","Notion Capital, Scentan Ventures, Kite Ventures"
HeartFlow,"$2,000,000,000 ",12/4/2017,Health,Redwood City,United States,North America,2007,41066,"$568,000,000 ","BlueCross BlueShield Venture Partners, US Venture Partners"
Extend,"$2,000,000,000 ",5/18/2021,Fintech,San Francisco,United States,North America,2004,42330,"$320,000,000 ","GreatPoint Ventures, Meritech Capital Partners, PayPal Ventures"
Airbyte,"$2,000,000,000 ",12/17/2021,Internet software & services,San Francisco,United States,North America,2020,42527,"$181,000,000 ","Accel, Benchmark, SV Angel"
Andela,"$2,000,000,000 ",9/29/2021,Internet software & services,New York,United States,North America,2014,42454,"$381,000,000 ","Spark Capital, Google Ventures, CRE Venture Capital"
Ascend Money,"$2,000,000,000 ",9/27/2021,Fintech,Bangkok,Thailand,Asia,2013,42453,"$150,000,000 ","Ant Group, Charoen Pokphand Group, Bow Wave Capital"
Athelas,"$2,000,000,000 ",1/31/2022,Health,Mountain View,United States,North America,2016,42576,"$150,000,000 ","Sequoia Capital, General Catalyst, Human Capital"
Built,"$2,000,000,000 ",9/30/2021,Internet software & services,Nashville,United States,North America,2015,42454,"$289,000,000 ","Nyca Partners, Index Ventures, Technology Crossover Ventures"
candy.com,"$2,000,000,000 ",10/21/2021,Fintech,New York,United States,North America,2021,42469,"$100,000,000 ","Insight Partners, Softbank Group, Connect Ventures"
Cognite,"$2,000,000,000 ",5/19/2021,Data management & analytics,Lysaker,Norway,Europe,2016,42319,"$225,000,000 ","Technology Crossover Ventures, Accel, Aker"
CoinList,"$2,000,000,000 ",10/15/2021,Fintech,San Francisco,United States,North America,2017,42467,"$119,000,000 ","Accomplice, Polychain Capital, GoldenTree Asset Management"
Collective Health,"$2,000,000,000 ",6/17/2019,Fintech,San Francisco,United States,North America,2013,41620,"$719,000,000 ","New Enterprise Associates, Founders Fund, Google Ventures"
Culture Amp,"$2,000,000,000 ",7/29/2021,Internet software & services,Richmond,Australia,Oceania,2011,42395,"$257,000,000 ","Felicis Ventures, Index Ventures, Blackbird Ventures"
Devo,"$2,000,000,000 ",10/26/2021,Data management & analytics,Cambridge,United States,North America,2011,42484,"$381,000,000 ","Insight Partners, Kibo Ventures, Bessemer Venture Partners"
ElasticRun,"$2,000,000,000 ",2/7/2022,"Supply chain, logistics, & delivery",Pune,India,Asia,2016,42583,"$435,000,000 ","Kalaari Capital, Norwest Venture Partners, Prosus Ventures"
Gett,"$2,000,000,000 ",5/24/2016,Auto & transportation,London,United Kingdom,Europe,2010,40504,"$828,000,000 ","Volkswagen, Access Industries, Vostok New Ventures"
ID.me,"$2,000,000,000 ",3/19/2021,Cybersecurity,McLean,United States,North America,2010,42264,"$142,000,000 ","Moonshots Capital, BoxGroup, Blu Venture Investors"
impact.com,"$2,000,000,000 ",7/13/2021,Internet software & services,Santa Barbara,United States,North America,2008,42382,"$261,000,000 ","Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners"
Ledger,"$2,000,000,000 ",6/10/2021,Hardware,Paris,France,Europe,2014,42343,"$466,000,000 ","Digital Currency Group, Draper Esprit, Korelya Capital"
Lusha,"$2,000,000,000 ",11/10/2021,Internet software & services,New York,United States,North America,2016,42494,"$245,000,000 ","PSG, ION Crossover Partners"
Matillion,"$2,000,000,000 ",9/15/2021,Data management & analytics,Altrincham,United Kingdom,Europe,2011,42443,"$310,000,000 ","Scale Venture Partners, Sapphire Ventures, Battery Ventures"
MOLOCO,"$2,000,000,000 ",4/29/2021,Artificial intelligence,Redwood City,United States,North America,2013,42302,"$192,000,000 ","Smilegate Investment, DSC Investments, KTB Ventures"
Mu Sigma,"$2,000,000,000 ",2/7/2013,Data management & analytics,Northbrook,United States,North America,2004,39308,"$211,000,000 ","Sequoia Capital, General Atlantic"
Next Silicon,"$2,000,000,000 ",6/14/2021,Hardware,Tel Aviv,Israel,Asia,2018,42343,"$203,000,000 ","Amiti Ventures, Playground Global, Aleph"
NotCo,"$2,000,000,000 ",7/26/2021,Artificial Intelligence,Santiago,Chile,South America,2015,42388,"$370,000,000 ","Kaszek Ventures, SOSV, Tiger Global Management"
Olist,"$2,000,000,000 ",12/15/2021,E-commerce & direct-to-consumer,Curitiba,Brazil,South America,2015,42530,"$320,000,000 ","Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund"
Pacaso,"$2,000,000,000 ",3/24/2021,Fintech,Cincinnati,United States,North America,2020,42259,"$217,000,000 ","Global Founders Capital, Shea Ventures, Greycroft"
Paradox,"$2,000,000,000 ",12/27/2021,Internet software & services,Scottsdale,United States,North America,2016,42541,"$253,000,000 ","Brighton Park Capital, Blue Cloud Ventures, Workday Ventures"
Persona,"$2,000,000,000 ",9/15/2021,Cybersecurity,San Francisco,United States,North America,2018,42436,"$218,000,000 ","Coatue Management, Index Ventures, Founders Fund"
SmartRecruiters,"$2,000,000,000 ",7/20/2021,Internet software & services,San Francisco,United States,North America,2010,42387,"$225,000,000 ","Mayfield Fund, Insight Partners, Rembrandt Venture Partners"
Snapdocs,"$2,000,000,000 ",5/25/2021,Fintech,San Francisco,United States,North America,2012,42329,"$253,000,000 ","Sequoia Capital, Y Combinator, F-Prime Capital"
Solugen,"$2,000,000,000 ",9/10/2021,Other,Houston,United States,North America,2016,42433,"$435,000,000 ","Fifty Years Fund, Refactor Capital, Temasek"
StoreDot,"$2,000,000,000 ",1/4/2022,Other,Herzliya,Israel,Asia,2012,42553,"$190,000,000 ","Samsung Ventures, SingulariTeam, BP Ventures"
Strava,"$2,000,000,000 ",11/16/2020,Internet software & services,San Francisco,United States,North America,2009,42142,"$152,000,000 ","Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital"
Temporal,"$2,000,000,000 ",2/16/2022,Internet software & services,Bellevue,United States,North America,2019,42589,"$129,000,000 ","Amplify Partners, Addition, Madrona Venture Group"
TuJia,"$2,000,000,000 ",6/17/2015,Travel,Beijing,China,Asia,2011,40161,"$755,000,000 ","GGV Capital, QiMing Venture Partnersl"
Uplight,"$2,000,000,000 ",3/3/2021,Other,Boulder,United States,North America,2019,42239,Unknown,"Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners"
Veho,"$2,000,000,000 ",12/21/2021,"Supply chain, logistics, & delivery",Boulder,United States,North America,2016,42535,"$299,000,000 ","General Catalyst, Origin Ventures, Fontinalis Partners"
Veriff,"$2,000,000,000 ",1/26/2022,Artificial intelligence,Tallinn,Estonia,Europe,2015,42572,"$177,000,000 ","Accel, Institutional Venture Partners, Tiger Global Management"
Whatnot,"$2,000,000,000 ",9/16/2021,E-commerce & direct-to-consumer,Marina del Rey,United States,North America,2019,42436,"$225,000,000 ","Y Combinator, Andreessen Horowitz, Wonder Ventures"
Zenoti,"$2,000,000,000 ",12/15/2020,Internet software & services,Bellevue,United States,North America,2010,42170,"$331,000,000 ","Norwest Venture Partners, Accel, Tiger Global Management"
Zeta,"$2,000,000,000 ",5/24/2021,Fintech,San Francisco,United States,North America,2015,42325,"$340,000,000 ","Sodexo Ventures, SoftBank Group"
